center_id,center_name,district,course_category,course_name,center_type,total_capacity,current_enrollment,has_computer_lab,has_workshop,equipment_age_years,total_trainers,certified_trainers,batches_completed,students_placed,placement_rate_percent,duration_months,fee_amount,certification,industry_partners,months_since_curriculum_update,contact_email,contact_phone
TC_0244,Skill Development Center - Latur 8,Latur,Tourism & Hospitality,Tour Guide,NGO,222,134,Yes,No,1,9,2,13,18,13.43,12,31802,No Certification,6,17,center244@skilldev.maharashtra.gov.in,+91-9516283719
TC_0245,Skill Development Center - Nandurbar 7,Nandurbar,Food Processing,Cold Chain Management,Government ITI,214,144,No,No,3,5,1,1,51,35.42,6,25779,NSDC,2,40,center245@skilldev.maharashtra.gov.in,+91-9753485417
TC_0246,Skill Development Center - Gadchiroli 5,Gadchiroli,Logistics,Packaging Technology,NSDC Partner,80,36,No,No,0,11,10,2,2,5.56,12,17071,NSDC,6,36,center246@skilldev.maharashtra.gov.in,+91-9077017881
TC_0247,Skill Development Center - Thane 10,Thane,Media,Content Creation,NSDC Partner,225,67,Yes,No,6,12,3,14,10,14.93,2,31118,Industry Certified,0,22,center247@skilldev.maharashtra.gov.in,+91-9792638040
TC_0248,Skill Development Center - Bhiwandi 3,Bhiwandi,Automotive,Four Wheeler Mechanic,Industry Training Center,52,25,No,No,12,13,3,10,1,4.0,6,45105,State Government,7,53,center248@skilldev.maharashtra.gov.in,+91-9360624544
TC_0249,Skill Development Center - Parbhani 8,Parbhani,Agriculture,Food Processing,Government ITI,254,112,Yes,Yes,15,12,2,2,42,37.5,6,20037,NSDC,0,27,center249@skilldev.maharashtra.gov.in,+91-9483378843
TC_0250,Skill Development Center - Nanded 9,Nanded,Retail,Sales Techniques,Industry Training Center,176,130,No,Yes,9,13,1,18,63,48.46,12,17905,NSDC,5,49,center250@skilldev.maharashtra.gov.in,+91-9916258216
TC_0251,Skill Development Center - Osmanabad 6,Osmanabad,IT & Software,Cybersecurity,Industry Training Center,298,195,No,No,12,12,4,19,46,23.59,1,19934,NSDC,9,26,center251@skilldev.maharashtra.gov.in,+91-9333480814
TC_0252,Skill Development Center - Jalgaon 5,Jalgaon,Textile,Garment Making,Private Training Provider,152,91,No,No,2,11,2,14,6,6.59,1,41980,State Government,2,10,center252@skilldev.maharashtra.gov.in,+91-9458505465
TC_0253,Skill Development Center - Beed 10,Beed,Media,Social Media Management,NGO,90,80,No,Yes,9,5,3,4,59,73.75,9,43075,NSDC,4,34,center253@skilldev.maharashtra.gov.in,+91-9727273828
TC_0254,Skill Development Center - Nagpur 9,Nagpur,Banking & Finance,GST & Taxation,Industry Training Center,76,41,No,Yes,3,13,2,19,14,34.15,12,24999,No Certification,5,31,center254@skilldev.maharashtra.gov.in,+91-9295561932
TC_0255,Skill Development Center - Aurangabad 9,Aurangabad,Construction,Carpentry,Industry Training Center,159,109,Yes,No,8,6,4,3,68,62.39,6,37011,Industry Certified,10,5,center255@skilldev.maharashtra.gov.in,+91-9244242673
TC_0256,Skill Development Center - Thane 9,Thane,Textile,Garment Making,Government ITI,179,170,No,Yes,7,7,6,11,123,72.35,1,18460,State Government,7,3,center256@skilldev.maharashtra.gov.in,+91-9629949685
TC_0257,Skill Development Center - Dhule 2,Dhule,Healthcare,Medical Equipment Handling,Private Training Provider,287,266,Yes,Yes,10,14,11,19,208,78.2,3,15018,Industry Certified,3,41,center257@skilldev.maharashtra.gov.in,+91-9144662484
TC_0258,Skill Development Center - Bhiwandi 7,Bhiwandi,Retail,Customer Service,Industry Training Center,153,134,Yes,Yes,13,10,6,13,52,38.81,1,49312,NSDC,2,33,center258@skilldev.maharashtra.gov.in,+91-9588457035
TC_0259,Skill Development Center - Beed 2,Beed,Food Processing,Food Safety,Government ITI,233,99,Yes,Yes,2,7,1,5,48,48.48,1,21972,Industry Certified,4,47,center259@skilldev.maharashtra.gov.in,+91-9162436696
TC_0260,Skill Development Center - Gondia 5,Gondia,Beauty & Wellness,Hair Styling,Government ITI,278,96,No,No,4,15,9,18,60,62.5,6,19020,No Certification,8,33,center260@skilldev.maharashtra.gov.in,+91-9022968306
TC_0261,Skill Development Center - Pune 6,Pune,Textile,Machine Operation,Private Training Provider,147,47,No,Yes,11,15,5,13,17,36.17,1,13234,No Certification,2,53,center261@skilldev.maharashtra.gov.in,+91-9822814877
TC_0262,Skill Development Center - Solapur 3,Solapur,Retail,Customer Service,Private Training Provider,69,39,No,No,7,8,7,17,2,5.13,2,39867,Industry Certified,5,18,center262@skilldev.maharashtra.gov.in,+91-9988776253
TC_0263,Skill Development Center - Beed 3,Beed,Beauty & Wellness,Skin Care,Industry Training Center,138,138,No,Yes,1,7,4,5,67,48.55,12,18984,Industry Certified,3,57,center263@skilldev.maharashtra.gov.in,+91-9839300243
TC_0264,Skill Development Center - Sangli 9,Sangli,Manufacturing,Industrial Safety,Government ITI,230,92,No,Yes,13,4,2,19,41,44.57,12,49043,No Certification,1,13,center264@skilldev.maharashtra.gov.in,+91-9410293543
TC_0265,Skill Development Center - Aurangabad 1,Aurangabad,Tourism & Hospitality,Hotel Management,Government ITI,102,93,No,Yes,3,14,3,1,53,56.99,9,33592,No Certification,0,4,center265@skilldev.maharashtra.gov.in,+91-9744752598
TC_0266,Skill Development Center - Gadchiroli 8,Gadchiroli,Beauty & Wellness,Skin Care,Government ITI,142,88,No,No,4,13,4,19,36,40.91,6,27265,Industry Certified,6,55,center266@skilldev.maharashtra.gov.in,+91-9755857183
TC_0267,Skill Development Center - Nashik 8,Nashik,Food Processing,Quality Testing,NGO,253,170,Yes,No,3,11,9,1,80,47.06,9,40567,NSDC,5,25,center267@skilldev.maharashtra.gov.in,+91-9018996624
TC_0268,Skill Development Center - Dhule 7,Dhule,Logistics,Transportation Management,Private Training Provider,236,157,Yes,Yes,7,3,2,8,3,1.91,9,30679,NSDC,3,15,center268@skilldev.maharashtra.gov.in,+91-9000834502
TC_0269,Skill Development Center - Jalgaon 8,Jalgaon,Textile,Quality Inspection,Industry Training Center,157,132,No,No,0,8,5,3,7,5.3,9,3503,NSDC,0,31,center269@skilldev.maharashtra.gov.in,+91-9704119432
TC_0270,Skill Development Center - Sangli 3,Sangli,Media,Social Media Management,Private Training Provider,122,103,No,No,3,7,7,15,4,3.88,2,16923,State Government,4,51,center270@skilldev.maharashtra.gov.in,+91-9615688685
TC_0271,Skill Development Center - Aurangabad 1,Aurangabad,Beauty & Wellness,Hair Styling,Government ITI,109,75,No,Yes,10,10,4,8,59,78.67,12,20188,Industry Certified,3,41,center271@skilldev.maharashtra.gov.in,+91-9523735114
TC_0272,Skill Development Center - Bhiwandi 1,Bhiwandi,Telecommunications,Network Installation,Industry Training Center,103,81,No,Yes,5,10,7,7,48,59.26,9,42746,State Government,4,44,center272@skilldev.maharashtra.gov.in,+91-9085889176
TC_0273,Skill Development Center - Nashik 6,Nashik,Agriculture,Dairy Management,Industry Training Center,118,47,No,No,1,8,5,7,14,29.79,1,22627,Industry Certified,0,49,center273@skilldev.maharashtra.gov.in,+91-9777664703
TC_0274,Skill Development Center - Ratnagiri 2,Ratnagiri,Media,Content Creation,NSDC Partner,180,72,No,Yes,14,4,3,14,48,66.67,2,40935,State Government,0,4,center274@skilldev.maharashtra.gov.in,+91-9624147446
TC_0275,Skill Development Center - Sangli 2,Sangli,Logistics,Forklift Operation,Government ITI,171,111,Yes,No,11,13,4,14,62,55.86,2,7382,No Certification,4,11,center275@skilldev.maharashtra.gov.in,+91-9843516238
TC_0276,Skill Development Center - Nashik 3,Nashik,Retail,Sales Techniques,Government ITI,246,221,Yes,No,7,8,1,19,150,67.87,6,2584,No Certification,3,56,center276@skilldev.maharashtra.gov.in,+91-9662390944
TC_0277,Skill Development Center - Osmanabad 4,Osmanabad,Agriculture,Organic Farming,Government ITI,56,31,No,No,6,7,5,10,3,9.68,2,14760,NSDC,10,51,center277@skilldev.maharashtra.gov.in,+91-9507188488
TC_0278,Skill Development Center - Yavatmal 5,Yavatmal,Banking & Finance,Financial Services,NSDC Partner,113,92,No,Yes,12,6,2,5,46,50.0,6,13657,Industry Certified,1,28,center278@skilldev.maharashtra.gov.in,+91-9030656381
TC_0279,Skill Development Center - Latur 2,Latur,Retail,Customer Service,NGO,70,40,No,Yes,6,10,2,10,21,52.5,3,3716,State Government,2,31,center279@skilldev.maharashtra.gov.in,+91-9767234679
TC_0280,Skill Development Center - Jalna 5,Jalna,Retail,Sales Techniques,Industry Training Center,114,57,Yes,No,11,11,3,5,31,54.39,1,40875,State Government,10,1,center280@skilldev.maharashtra.gov.in,+91-9504989309
TC_0281,Skill Development Center - Nanded 2,Nanded,Textile,Garment Making,NSDC Partner,222,198,No,Yes,15,10,4,5,129,65.15,3,21176,State Government,8,8,center281@skilldev.maharashtra.gov.in,+91-9813581180
TC_0282,Skill Development Center - Jalgaon 7,Jalgaon,Retail,Inventory Management,Government ITI,269,148,Yes,Yes,7,13,7,18,93,62.84,6,2745,NSDC,7,10,center282@skilldev.maharashtra.gov.in,+91-9081774417
TC_0283,Skill Development Center - Osmanabad 5,Osmanabad,Healthcare,Medical Equipment Handling,Industry Training Center,296,281,No,No,1,2,1,11,64,22.78,12,16375,NSDC,10,11,center283@skilldev.maharashtra.gov.in,+91-9136413494
TC_0284,Skill Development Center - Jalgaon 10,Jalgaon,Media,Content Creation,Private Training Provider,106,50,No,Yes,9,12,5,12,2,4.0,2,33007,State Government,4,31,center284@skilldev.maharashtra.gov.in,+91-9455710740
TC_0285,Skill Development Center - Jalna 4,Jalna,Tourism & Hospitality,Tour Guide,Private Training Provider,267,161,Yes,No,15,12,5,6,40,24.84,12,26950,No Certification,1,25,center285@skilldev.maharashtra.gov.in,+91-9309108003
TC_0286,Skill Development Center - Parbhani 2,Parbhani,Electronics,PCB Design,NSDC Partner,141,78,No,Yes,12,2,2,11,14,17.95,9,23806,Industry Certified,5,35,center286@skilldev.maharashtra.gov.in,+91-9537052383
TC_0287,Skill Development Center - Beed 10,Beed,Retail,Cashier Operations,Government ITI,106,65,No,No,8,6,6,20,36,55.38,3,36363,Industry Certified,3,46,center287@skilldev.maharashtra.gov.in,+91-9652477364
TC_0288,Skill Development Center - Solapur 4,Solapur,Retail,Retail Management,Government ITI,256,212,Yes,Yes,2,4,1,14,25,11.79,12,29651,No Certification,2,23,center288@skilldev.maharashtra.gov.in,+91-9098230876
TC_0289,Skill Development Center - Gondia 1,Gondia,Automotive,Two Wheeler Mechanic,Private Training Provider,253,238,Yes,Yes,3,4,4,11,36,15.13,12,32807,NSDC,0,4,center289@skilldev.maharashtra.gov.in,+91-9969466528
TC_0290,Skill Development Center - Washim 9,Washim,Food Processing,Cold Chain Management,NGO,219,202,No,Yes,0,7,3,17,74,36.63,1,17955,State Government,8,57,center290@skilldev.maharashtra.gov.in,+91-9056987250
TC_0291,Skill Development Center - Thane 7,Thane,Banking & Finance,Financial Services,NSDC Partner,182,73,No,Yes,7,8,3,5,56,76.71,2,15787,State Government,6,18,center291@skilldev.maharashtra.gov.in,+91-9830792968
TC_0292,Skill Development Center - Wardha 10,Wardha,Agriculture,Poultry Farming,NSDC Partner,160,94,Yes,Yes,11,6,5,18,67,71.28,3,3369,No Certification,3,10,center292@skilldev.maharashtra.gov.in,+91-9395369312
TC_0293,Skill Development Center - Gondia 3,Gondia,Healthcare,Patient Care,NGO,224,81,No,No,5,8,3,12,23,28.4,2,8476,NSDC,9,40,center293@skilldev.maharashtra.gov.in,+91-9698870997
TC_0294,Skill Development Center - Ratnagiri 8,Ratnagiri,Media,Photography,Private Training Provider,137,45,No,Yes,2,4,1,1,35,77.78,3,2997,No Certification,5,60,center294@skilldev.maharashtra.gov.in,+91-9974579490
TC_0295,Skill Development Center - Nandurbar 3,Nandurbar,Construction,Carpentry,Industry Training Center,82,67,No,No,7,3,2,17,21,31.34,9,30848,No Certification,3,18,center295@skilldev.maharashtra.gov.in,+91-9057032161
TC_0296,Skill Development Center - Yavatmal 7,Yavatmal,Electronics,IoT Basics,Industry Training Center,227,171,No,No,0,12,4,16,48,28.07,6,37071,No Certification,7,53,center296@skilldev.maharashtra.gov.in,+91-9152020942
TC_0297,Skill Development Center - Nagpur 8,Nagpur,Automotive,Vehicle Painting,Government ITI,231,216,No,No,11,15,1,3,47,21.76,2,22055,No Certification,8,10,center297@skilldev.maharashtra.gov.in,+91-9187214660
TC_0298,Skill Development Center - Latur 8,Latur,Textile,Machine Operation,Government ITI,286,223,Yes,No,1,8,3,13,36,16.14,9,24155,State Government,6,20,center298@skilldev.maharashtra.gov.in,+91-9331719525
TC_0299,Skill Development Center - Nashik 8,Nashik,Textile,Machine Operation,Industry Training Center,162,129,No,No,8,3,3,18,29,22.48,6,33777,NSDC,8,38,center299@skilldev.maharashtra.gov.in,+91-9882930488
TC_0300,Skill Development Center - Nandurbar 4,Nandurbar,Manufacturing,Quality Control,Private Training Provider,55,44,No,No,9,13,9,3,30,68.18,3,23260,State Government,5,54,center300@skilldev.maharashtra.gov.in,+91-9761873476
TC_0301,Skill Development Center - Ahmednagar 6,Ahmednagar,Healthcare,Pharmacy Assistant,NSDC Partner,85,83,No,Yes,0,14,14,7,6,7.23,9,37735,No Certification,3,47,center301@skilldev.maharashtra.gov.in,+91-9510671403
TC_0302,Skill Development Center - Sindhudurg 3,Sindhudurg,Manufacturing,Industrial Safety,Industry Training Center,296,220,No,Yes,6,15,4,5,29,13.18,12,22199,State Government,10,26,center302@skilldev.maharashtra.gov.in,+91-9223575030
TC_0303,Skill Development Center - Nagpur 3,Nagpur,Automotive,Denting,NGO,261,166,No,No,8,5,4,1,74,44.58,9,44886,State Government,3,26,center303@skilldev.maharashtra.gov.in,+91-9147571539
TC_0304,Skill Development Center - Amravati 1,Amravati,Beauty & Wellness,Skin Care,Industry Training Center,289,96,No,No,2,10,9,17,1,1.04,12,43818,No Certification,10,40,center304@skilldev.maharashtra.gov.in,+91-9688967457
TC_0305,Skill Development Center - Yavatmal 2,Yavatmal,Healthcare,Pharmacy Assistant,NGO,81,80,No,Yes,13,9,4,1,57,71.25,3,25628,No Certification,3,35,center305@skilldev.maharashtra.gov.in,+91-9405330328
TC_0306,Skill Development Center - Bhiwandi 1,Bhiwandi,Banking & Finance,Banking Operations,Industry Training Center,190,82,Yes,No,14,15,10,9,15,18.29,6,27823,Industry Certified,5,33,center306@skilldev.maharashtra.gov.in,+91-9957668281
TC_0307,Skill Development Center - Hingoli 10,Hingoli,Logistics,Supply Chain Basics,Government ITI,154,137,Yes,No,1,6,5,4,36,26.28,12,7796,Industry Certified,6,55,center307@skilldev.maharashtra.gov.in,+91-9137281855
TC_0308,Skill Development Center - Chandrapur 9,Chandrapur,Electronics,Consumer Electronics Repair,Private Training Provider,78,48,No,Yes,1,2,1,15,8,16.67,12,20105,No Certification,0,48,center308@skilldev.maharashtra.gov.in,+91-9710837668
TC_0309,Skill Development Center - Parbhani 6,Parbhani,Retail,Cashier Operations,Government ITI,100,36,No,No,10,7,2,20,1,2.78,12,526,State Government,5,40,center309@skilldev.maharashtra.gov.in,+91-9931978480
TC_0310,Skill Development Center - Jalgaon 8,Jalgaon,IT & Software,Cloud Computing,Government ITI,268,221,Yes,Yes,4,8,4,1,52,23.53,1,32550,State Government,10,32,center310@skilldev.maharashtra.gov.in,+91-9071164989
TC_0311,Skill Development Center - Sindhudurg 10,Sindhudurg,Textile,Textile Processing,NSDC Partner,249,177,Yes,Yes,11,12,8,20,137,77.4,12,43282,NSDC,2,13,center311@skilldev.maharashtra.gov.in,+91-9203886835
TC_0312,Skill Development Center - Amravati 4,Amravati,Media,Video Editing,Government ITI,188,103,No,No,7,12,2,3,37,35.92,1,11146,NSDC,5,14,center312@skilldev.maharashtra.gov.in,+91-9053557932
TC_0313,Skill Development Center - Hingoli 5,Hingoli,IT & Software,Software Testing,Government ITI,91,85,No,Yes,14,9,9,4,21,24.71,12,33606,State Government,3,9,center313@skilldev.maharashtra.gov.in,+91-9235354797
TC_0314,Skill Development Center - Jalna 3,Jalna,Agriculture,Poultry Farming,Private Training Provider,244,125,Yes,No,15,10,2,13,22,17.6,1,47763,Industry Certified,2,31,center314@skilldev.maharashtra.gov.in,+91-9445767046
TC_0315,Skill Development Center - Osmanabad 8,Osmanabad,Media,Content Creation,Government ITI,172,105,Yes,Yes,8,3,2,7,40,38.1,1,44457,State Government,1,19,center315@skilldev.maharashtra.gov.in,+91-9201065616
TC_0316,Skill Development Center - Aurangabad 2,Aurangabad,IT & Software,Cybersecurity,Government ITI,268,147,Yes,Yes,12,6,3,11,64,43.54,2,428,NSDC,10,37,center316@skilldev.maharashtra.gov.in,+91-9273499577
TC_0317,Skill Development Center - Nashik 5,Nashik,Logistics,Forklift Operation,NSDC Partner,81,48,Yes,No,13,7,2,15,0,0.0,9,9974,State Government,8,43,center317@skilldev.maharashtra.gov.in,+91-9505684763
TC_0318,Skill Development Center - Nandurbar 4,Nandurbar,Electronics,Consumer Electronics Repair,Private Training Provider,242,134,No,No,14,15,1,20,70,52.24,9,24289,State Government,4,10,center318@skilldev.maharashtra.gov.in,+91-9380187887
TC_0319,Skill Development Center - Nashik 2,Nashik,Telecommunications,Tower Technician,Private Training Provider,257,158,Yes,Yes,3,7,3,12,17,10.76,3,36647,State Government,0,57,center319@skilldev.maharashtra.gov.in,+91-9806960819
TC_0320,Skill Development Center - Hingoli 4,Hingoli,Telecommunications,Tower Technician,Government ITI,244,99,No,Yes,0,6,1,4,23,23.23,1,43291,State Government,6,8,center320@skilldev.maharashtra.gov.in,+91-9053606221
TC_0321,Skill Development Center - Mumbai 1,Mumbai,Media,Video Editing,Private Training Provider,235,216,No,No,8,8,8,15,130,60.19,1,12698,Industry Certified,9,51,center321@skilldev.maharashtra.gov.in,+91-9208716777
TC_0322,Skill Development Center - Solapur 10,Solapur,Media,Photography,Private Training Provider,228,145,Yes,No,11,9,5,19,3,2.07,9,22388,No Certification,4,57,center322@skilldev.maharashtra.gov.in,+91-9523564202
TC_0323,Skill Development Center - Aurangabad 2,Aurangabad,Telecommunications,Customer Support,NSDC Partner,135,92,No,No,8,5,2,5,33,35.87,6,38485,No Certification,3,7,center323@skilldev.maharashtra.gov.in,+91-9869717061
TC_0324,Skill Development Center - Solapur 10,Solapur,Tourism & Hospitality,Food & Beverage Service,NGO,157,47,Yes,Yes,12,5,3,7,3,6.38,9,9811,No Certification,2,2,center324@skilldev.maharashtra.gov.in,+91-9872844836
TC_0325,Skill Development Center - Bhiwandi 1,Bhiwandi,Logistics,Forklift Operation,Government ITI,256,164,Yes,Yes,14,14,4,18,28,17.07,1,4420,No Certification,3,48,center325@skilldev.maharashtra.gov.in,+91-9220871958
TC_0326,Skill Development Center - Akola 2,Akola,Food Processing,Processing Operations,NSDC Partner,218,106,No,No,15,15,4,20,7,6.6,2,6759,No Certification,9,29,center326@skilldev.maharashtra.gov.in,+91-9834962903
TC_0327,Skill Development Center - Akola 9,Akola,Retail,Cashier Operations,NSDC Partner,214,200,No,Yes,14,5,3,8,21,10.5,9,1338,Industry Certified,10,29,center327@skilldev.maharashtra.gov.in,+91-9752069787
TC_0328,Skill Development Center - Dhule 10,Dhule,Textile,Quality Inspection,NGO,274,263,No,No,10,12,9,20,121,46.01,1,6100,Industry Certified,4,60,center328@skilldev.maharashtra.gov.in,+91-9163075595
TC_0329,Skill Development Center - Kolhapur 10,Kolhapur,Telecommunications,Tower Technician,NSDC Partner,145,103,No,Yes,1,15,15,2,41,39.81,12,15357,No Certification,8,52,center329@skilldev.maharashtra.gov.in,+91-9563479842
TC_0330,Skill Development Center - Thane 4,Thane,Media,Content Creation,NSDC Partner,283,266,Yes,Yes,1,3,3,16,125,46.99,6,29610,NSDC,2,56,center330@skilldev.maharashtra.gov.in,+91-9842985201
TC_0331,Skill Development Center - Jalna 2,Jalna,Textile,Garment Making,NSDC Partner,106,31,Yes,Yes,15,13,1,15,6,19.35,6,26222,State Government,0,27,center331@skilldev.maharashtra.gov.in,+91-9693183240
TC_0332,Skill Development Center - Sangli 5,Sangli,Telecommunications,Fiber Optics,NSDC Partner,166,50,No,No,8,7,1,15,4,8.0,6,9512,State Government,9,10,center332@skilldev.maharashtra.gov.in,+91-9960178818
TC_0333,Skill Development Center - Yavatmal 6,Yavatmal,Logistics,Transportation Management,NSDC Partner,135,128,No,No,14,8,2,4,20,15.62,1,2376,Industry Certified,6,54,center333@skilldev.maharashtra.gov.in,+91-9344283178
TC_0334,Skill Development Center - Satara 1,Satara,Agriculture,Dairy Management,NSDC Partner,55,46,No,Yes,6,10,8,6,28,60.87,1,31156,Industry Certified,9,46,center334@skilldev.maharashtra.gov.in,+91-9230432374
TC_0335,Skill Development Center - Ahmednagar 3,Ahmednagar,Agriculture,Food Processing,NSDC Partner,92,51,No,No,4,5,2,18,37,72.55,1,6355,No Certification,1,3,center335@skilldev.maharashtra.gov.in,+91-9425770764
TC_0336,Skill Development Center - Latur 2,Latur,Telecommunications,Field Service,Government ITI,189,166,Yes,Yes,10,14,5,7,70,42.17,12,21836,No Certification,1,9,center336@skilldev.maharashtra.gov.in,+91-9896123418
TC_0337,Skill Development Center - Bhiwandi 9,Bhiwandi,Manufacturing,Welding Technology,NSDC Partner,243,87,No,No,0,6,5,3,25,28.74,1,35847,No Certification,3,9,center337@skilldev.maharashtra.gov.in,+91-9250336905
TC_0338,Skill Development Center - Latur 10,Latur,Tourism & Hospitality,Hotel Management,NSDC Partner,63,57,No,Yes,6,15,4,10,17,29.82,1,44240,Industry Certified,9,49,center338@skilldev.maharashtra.gov.in,+91-9802479388
TC_0339,Skill Development Center - Chandrapur 4,Chandrapur,Electronics,Consumer Electronics Repair,Private Training Provider,164,135,No,Yes,7,7,6,17,7,5.19,3,36009,State Government,9,41,center339@skilldev.maharashtra.gov.in,+91-9892559112
TC_0340,Skill Development Center - Nandurbar 9,Nandurbar,Tourism & Hospitality,Food & Beverage Service,Government ITI,122,102,Yes,No,10,3,2,11,52,50.98,6,17968,No Certification,4,9,center340@skilldev.maharashtra.gov.in,+91-9908011897
TC_0341,Skill Development Center - Akola 1,Akola,Beauty & Wellness,Makeup Artistry,Government ITI,156,76,No,No,14,2,2,17,30,39.47,1,19249,State Government,8,59,center341@skilldev.maharashtra.gov.in,+91-9672313867
TC_0342,Skill Development Center - Nagpur 10,Nagpur,Textile,Machine Operation,Government ITI,204,97,No,No,14,8,4,7,58,59.79,6,39480,State Government,8,2,center342@skilldev.maharashtra.gov.in,+91-9998349732
TC_0343,Skill Development Center - Parbhani 2,Parbhani,Beauty & Wellness,Hair Styling,Private Training Provider,265,81,Yes,No,13,15,1,9,13,16.05,9,6428,No Certification,9,37,center343@skilldev.maharashtra.gov.in,+91-9502450817
TC_0344,Skill Development Center - Pune 10,Pune,Tourism & Hospitality,Housekeeping,Industry Training Center,105,43,Yes,Yes,5,9,2,8,27,62.79,2,11931,Industry Certified,5,32,center344@skilldev.maharashtra.gov.in,+91-9558696648
TC_0345,Skill Development Center - Bhiwandi 1,Bhiwandi,Healthcare,Medical Equipment Handling,Private Training Provider,88,34,Yes,Yes,3,5,5,17,13,38.24,9,41987,NSDC,8,26,center345@skilldev.maharashtra.gov.in,+91-9465330497
TC_0346,Skill Development Center - Pune 10,Pune,Telecommunications,Tower Technician,NSDC Partner,70,65,No,No,5,14,5,3,26,40.0,9,22321,Industry Certified,5,45,center346@skilldev.maharashtra.gov.in,+91-9853977554
TC_0347,Skill Development Center - Dhule 9,Dhule,Banking & Finance,Insurance,Government ITI,210,72,No,Yes,9,2,2,8,18,25.0,6,18736,State Government,10,53,center347@skilldev.maharashtra.gov.in,+91-9867228150
TC_0348,Skill Development Center - Dhule 9,Dhule,Manufacturing,Industrial Safety,Government ITI,246,85,No,Yes,8,7,4,12,9,10.59,2,38650,NSDC,7,43,center348@skilldev.maharashtra.gov.in,+91-9180919525
TC_0349,Skill Development Center - Raigad 6,Raigad,Beauty & Wellness,Skin Care,Private Training Provider,237,128,No,Yes,10,13,10,19,72,56.25,1,28882,NSDC,10,46,center349@skilldev.maharashtra.gov.in,+91-9967502665
TC_0350,Skill Development Center - Akola 6,Akola,Telecommunications,Tower Technician,Private Training Provider,273,116,No,Yes,15,15,14,6,17,14.66,6,13079,No Certification,1,60,center350@skilldev.maharashtra.gov.in,+91-9502312707
TC_0351,Skill Development Center - Amravati 2,Amravati,Banking & Finance,Insurance,Private Training Provider,243,212,Yes,No,3,14,8,17,24,11.32,1,23522,State Government,4,42,center351@skilldev.maharashtra.gov.in,+91-9344329170
TC_0352,Skill Development Center - Mumbai 8,Mumbai,Automotive,Auto Electrician,NGO,104,77,No,Yes,2,14,2,7,56,72.73,12,41301,Industry Certified,7,40,center352@skilldev.maharashtra.gov.in,+91-9850594511
TC_0353,Skill Development Center - Ratnagiri 5,Ratnagiri,Healthcare,Nursing Assistant,NSDC Partner,55,19,No,No,15,11,9,10,7,36.84,1,22344,State Government,2,32,center353@skilldev.maharashtra.gov.in,+91-9763271767
TC_0354,Skill Development Center - Aurangabad 8,Aurangabad,Retail,Retail Management,NSDC Partner,161,92,No,Yes,12,7,7,8,1,1.09,2,42873,NSDC,0,28,center354@skilldev.maharashtra.gov.in,+91-9576956645
TC_0355,Skill Development Center - Ratnagiri 4,Ratnagiri,Agriculture,Dairy Management,Private Training Provider,62,37,Yes,Yes,9,4,2,9,14,37.84,1,17144,State Government,8,19,center355@skilldev.maharashtra.gov.in,+91-9538020799
TC_0356,Skill Development Center - Satara 4,Satara,Manufacturing,CNC Operation,Industry Training Center,173,68,No,No,0,10,10,8,9,13.24,12,3500,NSDC,8,21,center356@skilldev.maharashtra.gov.in,+91-9960879384
TC_0357,Skill Development Center - Washim 2,Washim,Tourism & Hospitality,Tour Guide,NGO,107,52,No,No,8,12,7,10,14,26.92,1,1285,State Government,9,8,center357@skilldev.maharashtra.gov.in,+91-9793226258
TC_0358,Skill Development Center - Kolhapur 8,Kolhapur,IT & Software,Digital Marketing,Industry Training Center,217,152,Yes,No,15,3,3,16,113,74.34,9,27749,State Government,0,34,center358@skilldev.maharashtra.gov.in,+91-9795112081
TC_0359,Skill Development Center - Akola 10,Akola,Beauty & Wellness,Fitness Training,Industry Training Center,207,111,No,Yes,5,11,5,17,2,1.8,6,17377,State Government,6,33,center359@skilldev.maharashtra.gov.in,+91-9670659871
TC_0360,Skill Development Center - Mumbai 6,Mumbai,Retail,Inventory Management,Government ITI,74,51,No,No,8,9,6,2,14,27.45,12,4991,No Certification,10,52,center360@skilldev.maharashtra.gov.in,+91-9745526968
TC_0361,Skill Development Center - Hingoli 8,Hingoli,Retail,Sales Techniques,Private Training Provider,159,101,No,Yes,13,10,1,4,22,21.78,1,1239,State Government,9,2,center361@skilldev.maharashtra.gov.in,+91-9927100819
TC_0362,Skill Development Center - Nandurbar 8,Nandurbar,Retail,Cashier Operations,Government ITI,221,144,No,No,10,11,6,10,111,77.08,3,2472,Industry Certified,0,13,center362@skilldev.maharashtra.gov.in,+91-9861816198
TC_0363,Skill Development Center - Gadchiroli 10,Gadchiroli,Construction,Masonry,Private Training Provider,56,35,Yes,Yes,9,10,3,19,24,68.57,6,1122,Industry Certified,6,11,center363@skilldev.maharashtra.gov.in,+91-9059853677
TC_0364,Skill Development Center - Gadchiroli 5,Gadchiroli,Electronics,IoT Basics,Private Training Provider,85,35,Yes,No,12,5,3,7,19,54.29,12,31862,No Certification,8,10,center364@skilldev.maharashtra.gov.in,+91-9674768027
TC_0365,Skill Development Center - Yavatmal 9,Yavatmal,Logistics,Supply Chain Basics,Government ITI,137,77,No,No,6,13,3,20,38,49.35,3,21324,No Certification,5,21,center365@skilldev.maharashtra.gov.in,+91-9255400046
