skill_name,district,posting_count,avg_salary,in_taxonomy,current_demand_score,growth_rate_percent,obsolescence_risk,demand_trend,district_growth_rate,district_skills_gap,static_emerging_bonus,trends_bonus,emerging_bonus,obsolescence_penalty,predicted_score_6m,confidence_6m,predicted_score_12m,confidence_12m,predicted_score_24m,confidence_24m,demand_band_6m,demand_band_12m,demand_band_24m
Linux,Beed,9,130353.22222222222,True,22.9,30.282500000000002,Medium,Rapidly Growing,9.5965,42.417,0.0,0.0,0.0,-5.0,40.6,68,50.6,68,70.5,68,Medium,Medium,High
Linux,Bhiwandi,6,264223.5,True,13.9,30.282500000000002,Medium,Rapidly Growing,8.895,40.1755,0.0,0.0,0.0,-5.0,30.7,62,40.5,62,60.1,62,Low,Medium,Medium
Linux,Chandrapur,4,135500.75,True,7.1,30.282500000000002,Medium,Rapidly Growing,8.7865,35.588,0.0,0.0,0.0,-5.0,22.5,58,32.3,58,51.8,58,Low,Low,Medium
Linux,Dhule,6,147324.83333333334,True,15.2,30.282500000000002,Medium,Rapidly Growing,10.1625,39.802,0.0,0.0,0.0,-5.0,32.3,62,42.4,62,62.6,62,Low,Medium,Medium
Linux,Jalgaon,9,59797.0,True,21.1,30.282500000000002,Medium,Rapidly Growing,8.879999999999999,37.665,0.0,0.0,0.0,-5.0,37.2,68,47.0,68,66.6,68,Medium,Medium,High
Linux,Jalna,11,122292.72727272728,True,21.7,30.282500000000002,Medium,Rapidly Growing,8.616499999999998,33.054500000000004,0.0,0.0,0.0,-5.0,36.3,72,46.1,72,65.5,72,Medium,Medium,High
Linux,Kolhapur,11,108950.36363636363,True,25.0,30.282500000000002,Medium,Rapidly Growing,9.7,40.227999999999994,0.0,0.0,0.0,-5.0,42.1,72,52.1,72,72.1,72,Medium,Medium,High
Linux,Latur,3,293428.3333333333,True,5.1,30.282500000000002,Medium,Rapidly Growing,9.7515,39.448,0.0,0.0,0.0,-5.0,21.9,56,32.0,56,52.0,56,Low,Low,Medium
Linux,Mumbai,8,114994.25,True,22.2,30.282500000000002,Medium,Rapidly Growing,9.267,35.709500000000006,0.0,0.0,0.0,-5.0,37.8,66,47.7,66,67.5,66,Medium,Medium,High
Linux,Nagpur,8,201918.0,True,15.2,30.282500000000002,Medium,Rapidly Growing,9.1105,38.835,0.0,0.0,0.0,-5.0,31.7,66,41.5,66,61.2,66,Low,Medium,Medium
Linux,Nanded,4,381940.5,True,6.7,30.282500000000002,Medium,Rapidly Growing,8.637,35.605000000000004,0.0,0.0,0.0,-5.0,22.1,58,31.8,58,51.3,58,Low,Low,Medium
Linux,Nashik,12,97613.75,True,28.9,30.282500000000002,Medium,Rapidly Growing,8.586,37.875,0.0,0.0,0.0,-5.0,45.0,74,54.7,74,74.1,74,Medium,Medium,High
Linux,Osmanabad,5,126044.6,True,9.5,30.282500000000002,Medium,Rapidly Growing,8.059999999999999,37.4765,0.0,0.0,0.0,-5.0,25.3,60,34.9,60,54.1,60,Low,Low,Medium
Linux,Parbhani,14,165124.2857142857,True,26.5,30.282500000000002,Medium,Rapidly Growing,9.2835,38.364,0.0,0.0,0.0,-5.0,42.9,78,52.8,78,72.6,78,Medium,Medium,High
Linux,Pune,5,48610.2,True,11.1,30.282500000000002,Medium,Rapidly Growing,8.681999999999999,40.851,0.0,0.0,0.0,-5.0,28.1,60,37.8,60,57.3,60,Low,Medium,Medium
Linux,Raigad,12,93443.33333333333,True,31.4,30.282500000000002,Medium,Rapidly Growing,9.9115,39.47,0.0,0.0,0.0,-5.0,48.3,74,58.3,74,78.4,74,Medium,Medium,High
Linux,Sangli,6,175415.83333333334,True,15.6,30.282500000000002,Medium,Rapidly Growing,9.5185,37.182,0.0,0.0,0.0,-5.0,31.7,62,41.7,62,61.6,62,Low,Medium,Medium
Linux,Satara,4,116748.25,True,7.5,30.282500000000002,Medium,Rapidly Growing,9.8795,40.648,0.0,0.0,0.0,-5.0,24.7,58,34.8,58,54.9,58,Low,Low,Medium
Linux,Solapur,11,111132.0,True,23.8,30.282500000000002,Medium,Rapidly Growing,9.0745,41.6085,0.0,0.0,0.0,-5.0,41.1,72,51.0,72,70.6,72,Medium,Medium,High
Linux,Yavatmal,6,50253.0,True,11.9,30.282500000000002,Medium,Rapidly Growing,9.310500000000001,37.6325,0.0,0.0,0.0,-5.0,28.1,62,38.0,62,57.8,62,Low,Medium,Medium
Logistics,Ahmednagar,14,166829.7857142857,False,30.2,0.0,,,8.46,36.595,0.0,0.0,0.0,0.0,43.3,70,45.4,70,49.6,70,Medium,Medium,Medium
Logistics,Akola,7,164561.7142857143,False,12.8,0.0,,,9.0,33.019,0.0,0.0,0.0,0.0,25.0,56,27.2,56,31.7,56,Low,Low,Low
Logistics,Amravati,13,172995.15384615384,False,38.7,0.0,,,8.8925,37.6035,0.0,0.0,0.0,0.0,52.2,68,54.4,68,58.9,68,Medium,Medium,Medium
Logistics,Aurangabad,10,55799.7,False,23.1,0.0,,,7.6,38.486000000000004,0.0,0.0,0.0,0.0,36.5,62,38.4,62,42.2,62,Medium,Medium,Medium
Logistics,Beed,9,116588.88888888889,False,22.9,0.0,,,9.5965,42.417,0.0,0.0,0.0,0.0,38.0,60,40.4,60,45.2,60,Medium,Medium,Medium
Logistics,Bhiwandi,15,85542.46666666666,False,38.9,0.0,,,8.895,40.1755,0.0,0.0,0.0,0.0,53.2,72,55.4,72,59.8,72,Medium,Medium,Medium
Logistics,Chandrapur,3,126070.0,False,4.8,0.0,,,8.7865,35.588,0.0,0.0,0.0,0.0,17.7,48,19.9,48,24.3,48,Low,Low,Low
Logistics,Dhule,12,102827.16666666667,False,33.3,0.0,,,10.1625,39.802,0.0,0.0,0.0,0.0,47.8,66,50.3,66,55.4,66,Medium,Medium,Medium
Logistics,Jalgaon,11,136972.0,False,26.3,0.0,,,8.879999999999999,37.665,0.0,0.0,0.0,0.0,39.8,64,42.0,64,46.5,64,Medium,Medium,Medium
Logistics,Jalna,10,62247.7,False,19.6,0.0,,,8.616499999999998,33.054500000000004,0.0,0.0,0.0,0.0,31.7,62,33.8,62,38.1,62,Low,Low,Medium
Logistics,Kolhapur,12,161100.25,False,27.5,0.0,,,9.7,40.227999999999994,0.0,0.0,0.0,0.0,42.0,66,44.4,66,49.3,66,Medium,Medium,Medium
Logistics,Latur,15,135607.13333333333,False,35.9,0.0,,,9.7515,39.448,0.0,0.0,0.0,0.0,50.2,72,52.6,72,57.5,72,Medium,Medium,Medium
Logistics,Mumbai,11,187825.81818181818,False,33.3,0.0,,,9.267,35.709500000000006,0.0,0.0,0.0,0.0,46.3,64,48.6,64,53.3,64,Medium,Medium,Medium
Logistics,Nagpur,8,223196.125,False,15.2,0.0,,,9.1105,38.835,0.0,0.0,0.0,0.0,29.1,58,31.4,58,36.0,58,Low,Low,Medium
Logistics,Nanded,9,143770.77777777778,False,17.8,0.0,,,8.637,35.605000000000004,0.0,0.0,0.0,0.0,30.6,60,32.8,60,37.1,60,Low,Low,Medium
Logistics,Nashik,10,107384.5,False,23.7,0.0,,,8.586,37.875,0.0,0.0,0.0,0.0,37.2,62,39.4,62,43.6,62,Medium,Medium,Medium
Logistics,Osmanabad,14,207747.42857142858,False,31.0,0.0,,,8.059999999999999,37.4765,0.0,0.0,0.0,0.0,44.3,70,46.3,70,50.3,70,Medium,Medium,Medium
Logistics,Parbhani,9,233671.22222222222,False,16.3,0.0,,,9.2835,38.364,0.0,0.0,0.0,0.0,30.1,60,32.5,60,37.1,60,Low,Low,Medium
Logistics,Pune,13,107816.23076923077,False,33.3,0.0,,,8.681999999999999,40.851,0.0,0.0,0.0,0.0,47.7,68,49.9,68,54.2,68,Medium,Medium,Medium
Logistics,Raigad,8,163205.5,False,20.0,0.0,,,9.9115,39.47,0.0,0.0,0.0,0.0,34.3,58,36.8,58,41.8,58,Low,Medium,Medium
Logistics,Sangli,14,148634.35714285713,False,40.6,0.0,,,9.5185,37.182,0.0,0.0,0.0,0.0,54.1,70,56.5,70,61.3,70,Medium,Medium,Medium
Logistics,Satara,10,172021.8,False,22.5,0.0,,,9.8795,40.648,0.0,0.0,0.0,0.0,37.2,62,39.6,62,44.6,62,Medium,Medium,Medium
Logistics,Solapur,14,138885.7142857143,False,31.0,0.0,,,9.0745,41.6085,0.0,0.0,0.0,0.0,45.8,70,48.0,70,52.6,70,Medium,Medium,Medium
Logistics,Yavatmal,8,286880.375,False,16.7,0.0,,,9.310500000000001,37.6325,0.0,0.0,0.0,0.0,30.3,58,32.6,58,37.3,58,Low,Low,Medium
MIG Welding,Ahmednagar,6,90965.83333333333,False,11.6,0.0,,,8.46,36.595,0.0,0.0,0.0,0.0,24.7,54,26.8,54,31.0,54,Low,Low,Low
MIG Welding,Akola,2,192677.5,False,2.1,0.0,,,9.0,33.019,0.0,0.0,0.0,0.0,14.3,46,16.5,46,21.0,46,Low,Low,Low
MIG Welding,Amravati,7,109943.14285714286,False,19.4,0.0,,,8.8925,37.6035,0.0,0.0,0.0,0.0,32.9,56,35.1,56,39.6,56,Low,Medium,Medium
MIG Welding,Aurangabad,8,159968.0,False,17.9,0.0,,,7.6,38.486000000000004,0.0,0.0,0.0,0.0,31.3,58,33.2,58,37.0,58,Low,Low,Medium
MIG Welding,Beed,3,40300.0,False,5.7,0.0,,,9.5965,42.417,0.0,0.0,0.0,0.0,20.8,48,23.2,48,28.0,48,Low,Low,Low
MIG Welding,Bhiwandi,7,143973.85714285713,False,16.7,0.0,,,8.895,40.1755,0.0,0.0,0.0,0.0,31.0,56,33.2,56,37.6,56,Low,Low,Medium
MIG Welding,Chandrapur,5,105351.2,False,9.5,0.0,,,8.7865,35.588,0.0,0.0,0.0,0.0,22.4,52,24.6,52,29.0,52,Low,Low,Low
MIG Welding,Dhule,7,105328.0,False,18.2,0.0,,,10.1625,39.802,0.0,0.0,0.0,0.0,32.7,56,35.2,56,40.3,56,Low,Medium,Medium
MIG Welding,Jalgaon,6,236133.33333333334,False,13.2,0.0,,,8.879999999999999,37.665,0.0,0.0,0.0,0.0,26.7,54,28.9,54,33.4,54,Low,Low,Low
MIG Welding,Jalna,6,108424.33333333333,False,10.9,0.0,,,8.616499999999998,33.054500000000004,0.0,0.0,0.0,0.0,23.0,54,25.1,54,29.4,54,Low,Low,Low
MIG Welding,Kolhapur,6,234247.5,False,12.5,0.0,,,9.7,40.227999999999994,0.0,0.0,0.0,0.0,27.0,54,29.4,54,34.3,54,Low,Low,Low
MIG Welding,Latur,8,148808.125,False,17.9,0.0,,,9.7515,39.448,0.0,0.0,0.0,0.0,32.2,58,34.6,58,39.5,58,Low,Low,Medium
MIG Welding,Mumbai,2,31427.5,False,0.0,0.0,,,9.267,35.709500000000006,0.0,0.0,0.0,0.0,13.0,46,15.3,46,20.0,46,Low,Low,Low
MIG Welding,Nagpur,9,296895.8888888889,False,17.4,0.0,,,9.1105,38.835,0.0,0.0,0.0,0.0,31.3,60,33.6,60,38.2,60,Low,Low,Medium
MIG Welding,Nanded,4,44476.0,False,6.7,0.0,,,8.637,35.605000000000004,0.0,0.0,0.0,0.0,19.5,50,21.7,50,26.0,50,Low,Low,Low
MIG Welding,Nashik,10,191393.5,False,23.7,0.0,,,8.586,37.875,0.0,0.0,0.0,0.0,37.2,62,39.4,62,43.6,62,Medium,Medium,Medium
MIG Welding,Osmanabad,6,67579.16666666667,False,11.9,0.0,,,8.059999999999999,37.4765,0.0,0.0,0.0,0.0,25.2,54,27.2,54,31.2,54,Low,Low,Low
MIG Welding,Parbhani,6,217265.16666666666,False,10.2,0.0,,,9.2835,38.364,0.0,0.0,0.0,0.0,24.0,54,26.4,54,31.0,54,Low,Low,Low
MIG Welding,Pune,9,203232.77777777778,False,22.2,0.0,,,8.681999999999999,40.851,0.0,0.0,0.0,0.0,36.6,60,38.8,60,43.1,60,Medium,Medium,Medium
MIG Welding,Raigad,6,141379.83333333334,False,14.3,0.0,,,9.9115,39.47,0.0,0.0,0.0,0.0,28.6,54,31.1,54,36.1,54,Low,Low,Medium
MIG Welding,Sangli,2,41478.5,False,3.1,0.0,,,9.5185,37.182,0.0,0.0,0.0,0.0,16.6,46,19.0,46,23.8,46,Low,Low,Low
MIG Welding,Satara,5,357524.0,False,10.0,0.0,,,9.8795,40.648,0.0,0.0,0.0,0.0,24.7,52,27.1,52,32.1,52,Low,Low,Low
MIG Welding,Solapur,8,103223.375,False,16.7,0.0,,,9.0745,41.6085,0.0,0.0,0.0,0.0,31.5,58,33.7,58,38.3,58,Low,Low,Medium
MIG Welding,Yavatmal,3,119991.33333333333,False,4.8,0.0,,,9.310500000000001,37.6325,0.0,0.0,0.0,0.0,18.4,48,20.7,48,25.4,48,Low,Low,Low
MS Office,Ahmednagar,4,115535.0,False,7.0,0.0,,,8.46,36.595,0.0,0.0,0.0,0.0,20.1,50,22.2,50,26.4,50,Low,Low,Low
MS Office,Akola,7,118410.71428571429,False,12.8,0.0,,,9.0,33.019,0.0,0.0,0.0,0.0,25.0,56,27.2,56,31.7,56,Low,Low,Low
MS Office,Amravati,3,183857.0,False,6.5,0.0,,,8.8925,37.6035,0.0,0.0,0.0,0.0,20.0,48,22.2,48,26.7,48,Low,Low,Low
MS Office,Aurangabad,3,63538.666666666664,False,5.1,0.0,,,7.6,38.486000000000004,0.0,0.0,0.0,0.0,18.5,48,20.4,48,24.2,48,Low,Low,Low
MS Office,Beed,4,240514.75,False,8.6,0.0,,,9.5965,42.417,0.0,0.0,0.0,0.0,23.7,50,26.1,50,30.9,50,Low,Low,Low
MS Office,Bhiwandi,4,103521.25,False,8.3,0.0,,,8.895,40.1755,0.0,0.0,0.0,0.0,22.6,50,24.8,50,29.2,50,Low,Low,Low
MS Office,Chandrapur,11,155950.0909090909,False,23.8,0.0,,,8.7865,35.588,0.0,0.0,0.0,0.0,36.7,64,38.9,64,43.3,64,Medium,Medium,Medium
MS Office,Dhule,6,34542.5,False,15.2,0.0,,,10.1625,39.802,0.0,0.0,0.0,0.0,29.7,54,32.2,54,37.3,54,Low,Low,Medium
MS Office,Jalgaon,4,107635.5,False,7.9,0.0,,,8.879999999999999,37.665,0.0,0.0,0.0,0.0,21.4,50,23.6,50,28.1,50,Low,Low,Low
MS Office,Jalna,9,125112.55555555556,False,17.4,0.0,,,8.616499999999998,33.054500000000004,0.0,0.0,0.0,0.0,29.5,60,31.6,60,35.9,60,Low,Low,Medium
MS Office,Kolhapur,2,30668.0,False,2.5,0.0,,,9.7,40.227999999999994,0.0,0.0,0.0,0.0,17.0,46,19.4,46,24.3,46,Low,Low,Low
MS Office,Latur,7,159096.0,False,15.4,0.0,,,9.7515,39.448,0.0,0.0,0.0,0.0,29.7,56,32.1,56,37.0,56,Low,Low,Medium
MS Office,Mumbai,4,80715.0,False,7.4,0.0,,,9.267,35.709500000000006,0.0,0.0,0.0,0.0,20.4,50,22.7,50,27.4,50,Low,Low,Low
MS Office,Nagpur,6,106985.66666666667,False,10.9,0.0,,,9.1105,38.835,0.0,0.0,0.0,0.0,24.8,54,27.1,54,31.7,54,Low,Low,Low
MS Office,Nanded,4,196606.75,False,6.7,0.0,,,8.637,35.605000000000004,0.0,0.0,0.0,0.0,19.5,50,21.7,50,26.0,50,Low,Low,Low
MS Office,Nashik,1,33582.0,False,0.0,0.0,,,8.586,37.875,0.0,0.0,0.0,0.0,13.5,44,15.7,44,19.9,44,Low,Low,Low
MS Office,Osmanabad,8,165693.75,False,16.7,0.0,,,8.059999999999999,37.4765,0.0,0.0,0.0,0.0,30.0,58,32.0,58,36.0,58,Low,Low,Medium
MS Office,Parbhani,6,136082.16666666666,False,10.2,0.0,,,9.2835,38.364,0.0,0.0,0.0,0.0,24.0,54,26.4,54,31.0,54,Low,Low,Low
MS Office,Pune,5,57995.0,False,11.1,0.0,,,8.681999999999999,40.851,0.0,0.0,0.0,0.0,25.5,52,27.7,52,32.0,52,Low,Low,Low
MS Office,Raigad,4,126112.25,False,8.6,0.0,,,9.9115,39.47,0.0,0.0,0.0,0.0,22.9,50,25.4,50,30.4,50,Low,Low,Low
MS Office,Sangli,4,45240.0,False,9.4,0.0,,,9.5185,37.182,0.0,0.0,0.0,0.0,22.9,50,25.3,50,30.1,50,Low,Low,Low
MS Office,Satara,4,136459.25,False,7.5,0.0,,,9.8795,40.648,0.0,0.0,0.0,0.0,22.2,50,24.6,50,29.6,50,Low,Low,Low
MS Office,Solapur,5,176956.2,False,9.5,0.0,,,9.0745,41.6085,0.0,0.0,0.0,0.0,24.3,52,26.5,52,31.1,52,Low,Low,Low
MS Office,Yavatmal,4,113097.25,False,7.1,0.0,,,9.310500000000001,37.6325,0.0,0.0,0.0,0.0,20.7,50,23.0,50,27.7,50,Low,Low,Low
Machine Maintenance,Ahmednagar,6,79857.66666666667,False,11.6,0.0,,,8.46,36.595,0.0,0.0,0.0,0.0,24.7,54,26.8,54,31.0,54,Low,Low,Low
Machine Maintenance,Akola,4,193554.75,False,6.4,0.0,,,9.0,33.019,0.0,0.0,0.0,0.0,18.6,50,20.8,50,25.3,50,Low,Low,Low
Machine Maintenance,Amravati,10,119722.1,False,29.0,0.0,,,8.8925,37.6035,0.0,0.0,0.0,0.0,42.5,62,44.7,62,49.2,62,Medium,Medium,Medium
Machine Maintenance,Aurangabad,4,46499.0,False,7.7,0.0,,,7.6,38.486000000000004,0.0,0.0,0.0,0.0,21.1,50,23.0,50,26.8,50,Low,Low,Low
Machine Maintenance,Beed,11,142339.63636363635,False,28.6,0.0,,,9.5965,42.417,0.0,0.0,0.0,0.0,43.7,64,46.1,64,50.9,64,Medium,Medium,Medium
Machine Maintenance,Bhiwandi,3,169436.0,False,5.6,0.0,,,8.895,40.1755,0.0,0.0,0.0,0.0,19.9,48,22.1,48,26.5,48,Low,Low,Low
Machine Maintenance,Chandrapur,7,136928.85714285713,False,14.3,0.0,,,8.7865,35.588,0.0,0.0,0.0,0.0,27.2,56,29.4,56,33.8,56,Low,Low,Low
Machine Maintenance,Dhule,4,121040.5,False,9.1,0.0,,,10.1625,39.802,0.0,0.0,0.0,0.0,23.6,50,26.1,50,31.2,50,Low,Low,Low
Machine Maintenance,Jalgaon,3,38534.0,False,5.3,0.0,,,8.879999999999999,37.665,0.0,0.0,0.0,0.0,18.8,48,21.0,48,25.5,48,Low,Low,Low
Machine Maintenance,Jalna,2,44234.0,False,2.2,0.0,,,8.616499999999998,33.054500000000004,0.0,0.0,0.0,0.0,14.3,46,16.4,46,20.7,46,Low,Low,Low
Machine Maintenance,Kolhapur,6,185562.66666666666,False,12.5,0.0,,,9.7,40.227999999999994,0.0,0.0,0.0,0.0,27.0,54,29.4,54,34.3,54,Low,Low,Low
Machine Maintenance,Latur,7,146520.7142857143,False,15.4,0.0,,,9.7515,39.448,0.0,0.0,0.0,0.0,29.7,56,32.1,56,37.0,56,Low,Low,Medium
Machine Maintenance,Mumbai,3,183137.0,False,3.7,0.0,,,9.267,35.709500000000006,0.0,0.0,0.0,0.0,16.7,48,19.0,48,23.7,48,Low,Low,Low
Machine Maintenance,Nagpur,8,71096.25,False,15.2,0.0,,,9.1105,38.835,0.0,0.0,0.0,0.0,29.1,58,31.4,58,36.0,58,Low,Low,Medium
Machine Maintenance,Nanded,1,26700.0,False,0.0,0.0,,,8.637,35.605000000000004,0.0,0.0,0.0,0.0,12.8,44,15.0,44,19.3,44,Low,Low,Low
Machine Maintenance,Nashik,5,133318.0,False,10.5,0.0,,,8.586,37.875,0.0,0.0,0.0,0.0,24.0,52,26.2,52,30.4,52,Low,Low,Low
Machine Maintenance,Osmanabad,4,81093.5,False,7.1,0.0,,,8.059999999999999,37.4765,0.0,0.0,0.0,0.0,20.4,50,22.4,50,26.4,50,Low,Low,Low
Machine Maintenance,Parbhani,7,87106.57142857143,False,12.2,0.0,,,9.2835,38.364,0.0,0.0,0.0,0.0,26.0,56,28.4,56,33.0,56,Low,Low,Low
Machine Maintenance,Pune,4,140863.5,False,8.3,0.0,,,8.681999999999999,40.851,0.0,0.0,0.0,0.0,22.7,50,24.9,50,29.2,50,Low,Low,Low
Machine Maintenance,Raigad,6,80624.0,False,14.3,0.0,,,9.9115,39.47,0.0,0.0,0.0,0.0,28.6,54,31.1,54,36.1,54,Low,Low,Medium
Machine Maintenance,Sangli,3,167923.0,False,6.2,0.0,,,9.5185,37.182,0.0,0.0,0.0,0.0,19.7,48,22.1,48,26.9,48,Low,Low,Low
Machine Maintenance,Satara,6,110033.66666666667,False,12.5,0.0,,,9.8795,40.648,0.0,0.0,0.0,0.0,27.2,54,29.6,54,34.6,54,Low,Low,Low
Machine Maintenance,Solapur,7,216705.2857142857,False,14.3,0.0,,,9.0745,41.6085,0.0,0.0,0.0,0.0,29.1,56,31.3,56,35.9,56,Low,Low,Medium
Machine Maintenance,Yavatmal,8,126484.25,False,16.7,0.0,,,9.310500000000001,37.6325,0.0,0.0,0.0,0.0,30.3,58,32.6,58,37.3,58,Low,Low,Medium
Maintenance,Ahmednagar,5,219712.2,False,9.3,0.0,,,8.46,36.595,0.0,0.0,0.0,0.0,22.4,52,24.5,52,28.7,52,Low,Low,Low
Maintenance,Akola,5,54597.0,False,8.5,0.0,,,9.0,33.019,0.0,0.0,0.0,0.0,20.7,52,22.9,52,27.4,52,Low,Low,Low
Maintenance,Amravati,2,159593.5,False,3.2,0.0,,,8.8925,37.6035,0.0,0.0,0.0,0.0,16.7,46,18.9,46,23.4,46,Low,Low,Low
Maintenance,Aurangabad,11,170288.9090909091,False,25.6,0.0,,,7.6,38.486000000000004,0.0,0.0,0.0,0.0,39.0,64,40.9,64,44.7,64,Medium,Medium,Medium
Maintenance,Beed,6,85276.16666666667,False,14.3,0.0,,,9.5965,42.417,0.0,0.0,0.0,0.0,29.4,54,31.8,54,36.6,54,Low,Low,Medium
Maintenance,Bhiwandi,6,110917.0,False,13.9,0.0,,,8.895,40.1755,0.0,0.0,0.0,0.0,28.2,54,30.4,54,34.8,54,Low,Low,Low
Maintenance,Chandrapur,3,163103.0,False,4.8,0.0,,,8.7865,35.588,0.0,0.0,0.0,0.0,17.7,48,19.9,48,24.3,48,Low,Low,Low
Maintenance,Dhule,6,226271.5,False,15.2,0.0,,,10.1625,39.802,0.0,0.0,0.0,0.0,29.7,54,32.2,54,37.3,54,Low,Low,Medium
Maintenance,Jalgaon,2,240003.0,False,2.6,0.0,,,8.879999999999999,37.665,0.0,0.0,0.0,0.0,16.1,46,18.3,46,22.8,46,Low,Low,Low
Maintenance,Jalna,4,252765.25,False,6.5,0.0,,,8.616499999999998,33.054500000000004,0.0,0.0,0.0,0.0,18.6,50,20.7,50,25.0,50,Low,Low,Low
Maintenance,Kolhapur,8,161649.625,False,17.5,0.0,,,9.7,40.227999999999994,0.0,0.0,0.0,0.0,32.0,58,34.4,58,39.3,58,Low,Low,Medium
Maintenance,Latur,4,61841.75,False,7.7,0.0,,,9.7515,39.448,0.0,0.0,0.0,0.0,22.0,50,24.4,50,29.3,50,Low,Low,Low
Maintenance,Mumbai,5,194122.6,False,11.1,0.0,,,9.267,35.709500000000006,0.0,0.0,0.0,0.0,24.1,52,26.4,52,31.1,52,Low,Low,Low
Maintenance,Nagpur,7,87337.0,False,13.0,0.0,,,9.1105,38.835,0.0,0.0,0.0,0.0,26.9,56,29.2,56,33.8,56,Low,Low,Low
Maintenance,Nanded,7,153572.2857142857,False,13.3,0.0,,,8.637,35.605000000000004,0.0,0.0,0.0,0.0,26.1,56,28.3,56,32.6,56,Low,Low,Low
Maintenance,Nashik,6,86702.83333333333,False,13.2,0.0,,,8.586,37.875,0.0,0.0,0.0,0.0,26.7,54,28.9,54,33.1,54,Low,Low,Low
Maintenance,Osmanabad,5,181926.2,False,9.5,0.0,,,8.059999999999999,37.4765,0.0,0.0,0.0,0.0,22.8,52,24.8,52,28.8,52,Low,Low,Low
Maintenance,Parbhani,4,32903.0,False,6.1,0.0,,,9.2835,38.364,0.0,0.0,0.0,0.0,19.9,50,22.3,50,26.9,50,Low,Low,Low
Maintenance,Pune,8,136065.5,False,19.4,0.0,,,8.681999999999999,40.851,0.0,0.0,0.0,0.0,33.8,58,36.0,58,40.3,58,Low,Medium,Medium
Maintenance,Raigad,3,206327.33333333334,False,5.7,0.0,,,9.9115,39.47,0.0,0.0,0.0,0.0,20.0,48,22.5,48,27.5,48,Low,Low,Low
Maintenance,Sangli,8,129076.625,False,21.9,0.0,,,9.5185,37.182,0.0,0.0,0.0,0.0,35.4,58,37.8,58,42.6,58,Medium,Medium,Medium
Maintenance,Satara,2,139405.5,False,2.5,0.0,,,9.8795,40.648,0.0,0.0,0.0,0.0,17.2,46,19.6,46,24.6,46,Low,Low,Low
Maintenance,Solapur,5,221509.0,False,9.5,0.0,,,9.0745,41.6085,0.0,0.0,0.0,0.0,24.3,52,26.5,52,31.1,52,Low,Low,Low
Maintenance,Yavatmal,7,121874.28571428571,False,14.3,0.0,,,9.310500000000001,37.6325,0.0,0.0,0.0,0.0,27.9,56,30.2,56,34.9,56,Low,Low,Low
Manual Testing,Ahmednagar,4,164754.0,False,7.0,0.0,,,8.46,36.595,0.0,0.0,0.0,0.0,20.1,50,22.2,50,26.4,50,Low,Low,Low
Manual Testing,Akola,6,178670.0,False,10.6,0.0,,,9.0,33.019,0.0,0.0,0.0,0.0,22.8,54,25.0,54,29.5,54,Low,Low,Low
Manual Testing,Amravati,1,23057.0,False,0.0,0.0,,,8.8925,37.6035,0.0,0.0,0.0,0.0,13.5,44,15.7,44,20.2,44,Low,Low,Low
Manual Testing,Aurangabad,8,95079.375,False,17.9,0.0,,,7.6,38.486000000000004,0.0,0.0,0.0,0.0,31.3,58,33.2,58,37.0,58,Low,Low,Medium
Manual Testing,Beed,3,235767.33333333334,False,5.7,0.0,,,9.5965,42.417,0.0,0.0,0.0,0.0,20.8,48,23.2,48,28.0,48,Low,Low,Low
Manual Testing,Bhiwandi,2,234918.5,False,2.8,0.0,,,8.895,40.1755,0.0,0.0,0.0,0.0,17.1,46,19.3,46,23.7,46,Low,Low,Low
Manual Testing,Chandrapur,4,93344.75,False,7.1,0.0,,,8.7865,35.588,0.0,0.0,0.0,0.0,20.0,50,22.2,50,26.6,50,Low,Low,Low
Manual Testing,Dhule,6,194218.33333333334,False,15.2,0.0,,,10.1625,39.802,0.0,0.0,0.0,0.0,29.7,54,32.2,54,37.3,54,Low,Low,Medium
Manual Testing,Jalgaon,9,113265.33333333333,False,21.1,0.0,,,8.879999999999999,37.665,0.0,0.0,0.0,0.0,34.6,60,36.8,60,41.3,60,Low,Medium,Medium
Manual Testing,Jalna,6,125061.16666666667,False,10.9,0.0,,,8.616499999999998,33.054500000000004,0.0,0.0,0.0,0.0,23.0,54,25.1,54,29.4,54,Low,Low,Low
Manual Testing,Kolhapur,5,162794.2,False,10.0,0.0,,,9.7,40.227999999999994,0.0,0.0,0.0,0.0,24.5,52,26.9,52,31.8,52,Low,Low,Low
Manual Testing,Latur,1,344727.0,False,0.0,0.0,,,9.7515,39.448,0.0,0.0,0.0,0.0,14.3,44,16.7,44,21.6,44,Low,Low,Low
Manual Testing,Mumbai,6,150823.5,False,14.8,0.0,,,9.267,35.709500000000006,0.0,0.0,0.0,0.0,27.8,54,30.1,54,34.8,54,Low,Low,Low
Manual Testing,Nagpur,3,83822.33333333333,False,4.3,0.0,,,9.1105,38.835,0.0,0.0,0.0,0.0,18.2,48,20.5,48,25.1,48,Low,Low,Low
Manual Testing,Nanded,7,168096.42857142858,False,13.3,0.0,,,8.637,35.605000000000004,0.0,0.0,0.0,0.0,26.1,56,28.3,56,32.6,56,Low,Low,Low
Manual Testing,Nashik,4,86365.25,False,7.9,0.0,,,8.586,37.875,0.0,0.0,0.0,0.0,21.4,50,23.6,50,27.8,50,Low,Low,Low
